"Kind","Name","PercentLackOfCohesion","CountClassCoupled","SumCyclomatic","MaxNesting","CountClassDerived","CountClassBase","MaxInheritanceTree"
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldGetHead",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldGetInfoFromARepo",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldGetModificationStatus",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldListAllFilesInACommit",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldMakeUnauthenticatedBlame",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldMakeUnauthenticatedCheckout",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldMakeUnauthenticatedGetAllCommits",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldMakeUnauthenticatedGetCommit",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.shouldMakeUnauthenticatedGetHead",,,1,0,,,
"Public Method","org.repodriller.scm.subversion.SubversionRepositoryTest.testMaxNumberOfFilesInACommit",,,1,0,,,
"Package","org.repodriller.util",,,44,2,,,
"Class","org.repodriller.util.EnvironmentVar",0,1,1,0,0,1,1
"Public Constructor","org.repodriller.util.EnvironmentVar.EnvironmentVar",,,1,0,,,
"Public Class","org.repodriller.util.PathUtils",0,1,3,1,0,1,1
"Public Static Method","org.repodriller.util.PathUtils.fullPath",,,3,1,,,
"Public Class","org.repodriller.util.RDFileUtils",0,13,25,2,0,1,1
"Public Static Method","org.repodriller.util.RDFileUtils.copyDirTree",,,4,1,,,
"Anonymous Class","org.repodriller.util.RDFileUtils.copyDirTree.(Anon_1)",0,7,4,0,0,1,2
"Public Method","org.repodriller.util.RDFileUtils.copyDirTree.(Anon_1).postVisitDirectory",,,1,0,,,
"Public Method","org.repodriller.util.RDFileUtils.copyDirTree.(Anon_1).preVisitDirectory",,,1,0,,,
"Public Method","org.repodriller.util.RDFileUtils.copyDirTree.(Anon_1).visitFile",,,1,0,,,
"Public Method","org.repodriller.util.RDFileUtils.copyDirTree.(Anon_1).visitFileFailed",,,1,0,,,
"Public Static Method","org.repodriller.util.RDFileUtils.exists",,,1,0,,,
"Public Static Method","org.repodriller.util.RDFileUtils.fileNameHasIsOfType",,,4,2,,,
"Public Static Method","org.repodriller.util.RDFileUtils.getAllDirsIn",,,3,2,,,
"Public Static Method","org.repodriller.util.RDFileUtils.getAllFilesInPath",,,1,0,,,
"Private Static Method","org.repodriller.util.RDFileUtils.getAllFilesInPath",,,4,2,,,
"Public Static Method","org.repodriller.util.RDFileUtils.getTempPath",,,3,2,,,
"Private Static Method","org.repodriller.util.RDFileUtils.isAProjectSubdirectory",,,1,0,,,
"Public Static Method","org.repodriller.util.RDFileUtils.isDir",,,1,0,,,
"Public Static Method","org.repodriller.util.RDFileUtils.mkdir",,,1,0,,,
"Public Static Method","org.repodriller.util.RDFileUtils.readFile",,,2,1,,,
"Public Class","org.repodriller.util.SimpleCommandExecutor",56,13,11,1,0,1,1
"Public Constructor","org.repodriller.util.SimpleCommandExecutor.SimpleCommandExecutor",,,1,0,,,
"Public Method","org.repodriller.util.SimpleCommandExecutor.clearEnvironmentVars",,,1,0,,,
"Public Method","org.repodriller.util.SimpleCommandExecutor.execute",,,4,1,,,
"Private Method","org.repodriller.util.SimpleCommandExecutor.getEnvTokens",,,3,1,,,
"Public Method","org.repodriller.util.SimpleCommandExecutor.inheritEnv",,,1,0,,,
"Public Method","org.repodriller.util.SimpleCommandExecutor.setEnvironmentVar",,,1,0,,,
"File","pom.xml",,,0,0,,,
"File","ruleset.xml",,,0,0,,,
